temperature,humidity,wind_speed,rainfall,drought_index,ndvi,slope,elevation,distance_to_road,population_density,month,is_dry_season,fire_occurred
38.09,76.6,39.41,0.851,124.3,0.4467,37.97,279.1,13.21,189.3,6,1,1
30.02,10.89,12.95,0.33,519.8,0.5379,13.2,735.3,25.81,130.7,6,1,1
27.94,74.76,35.43,1.193,67.3,0.1497,29.47,836.7,0.79,180.6,4,1,1
20.27,85.93,10.74,0.185,145.1,0.1719,1.81,2423.5,7.61,246.3,1,0,0
42.61,46.79,2.02,0.035,380.6,0.7635,27.43,1688.1,3.73,179.6,3,0,1
23.9,55.52,10.06,0.079,522.9,0.1477,32.28,1093.7,1.16,276.4,11,0,1
13.05,50.54,8.93,4.627,116.7,0.2355,16.59,2470.7,8.34,119.3,10,0,0
31.6,43.08,16.89,0.23,148.2,0.7367,9.69,425.4,29.66,317.7,7,1,1
13.98,85.43,20.92,1.849,163.6,0.1009,24.19,1216.3,8.18,426.9,2,0,0
22.08,85.98,25.43,0.106,191.0,0.3259,37.49,1635.3,19.94,112.0,4,1,0
27.76,38.54,23.84,0.172,181.2,0.5672,14.56,186.2,3.64,253.9,6,1,0
40.6,62.28,13.53,1.067,316.1,0.5764,11.36,1806.6,18.1,324.3,5,1,1
27.27,88.79,1.46,0.938,523.0,0.7217,12.55,294.7,29.54,282.3,6,1,0
34.58,91.77,30.26,4.542,350.4,0.5047,42.71,393.7,8.83,182.8,5,1,1
44.75,53.26,19.79,4.346,620.8,0.5075,16.17,441.2,25.46,321.1,9,1,0
14.6,48.49,14.93,2.269,575.4,0.6802,0.16,2325.8,29.93,14.1,11,0,0
19.62,33.69,43.35,1.382,101.2,0.4989,35.18,1723.9,17.7,185.0,12,0,0
23.81,91.5,37.34,0.91,39.1,0.5868,31.47,1655.8,9.35,266.3,2,0,1
24.76,22.14,42.89,0.661,702.4,0.8182,5.79,1411.0,20.24,10.3,4,1,1
24.39,59.29,24.75,4.409,63.9,0.4212,44.32,767.4,25.36,253.8,1,0,0
41.77,34.02,6.55,1.385,118.7,0.4081,27.36,1571.2,5.22,327.1,12,0,1
34.99,33.72,34.81,1.298,17.7,0.1028,22.54,1054.9,13.63,379.6,7,1,1
31.28,44.42,10.3,0.396,502.7,0.5907,17.2,406.3,9.64,56.7,1,0,0
20.83,94.9,22.06,0.072,465.9,0.1238,40.44,1739.5,8.57,495.3,6,1,0
38.83,14.67,3.25,4.356,789.5,0.5033,10.98,367.5,25.84,303.1,10,0,1
43.43,59.18,41.27,0.565,709.5,0.7434,12.86,517.1,12.71,181.6,10,0,1
38.74,17.02,6.3,0.877,328.7,0.5399,5.51,2053.4,10.24,124.5,9,1,1
10.05,23.13,45.15,0.183,297.3,0.3157,34.16,1667.3,18.14,286.4,2,0,1
32.27,47.36,43.21,2.72,237.5,0.7289,26.8,1595.9,6.66,440.9,1,0,0
11.79,53.39,23.23,0.042,121.9,0.3158,27.41,1074.6,6.97,260.3,12,0,0
19.02,32.0,37.22,2.694,110.5,0.6864,9.83,1020.9,15.66,330.7,11,0,0
12.08,36.9,30.97,0.227,105.8,0.5882,29.3,1741.1,12.34,178.8,11,0,1
31.13,17.39,40.15,3.265,91.3,0.236,34.45,1863.0,8.92,194.1,11,0,1
34.03,35.77,21.59,1.963,192.4,0.8241,16.1,1300.0,1.71,143.1,10,0,1
14.01,92.16,39.29,0.27,245.3,0.2605,36.06,2424.7,15.67,352.8,3,0,0
23.43,90.3,23.12,1.251,769.3,0.8917,15.7,2391.5,24.52,179.6,6,1,0
25.97,38.46,47.05,0.562,462.8,0.1058,34.12,1060.5,25.56,95.4,7,1,1
22.92,58.52,24.32,0.294,790.1,0.3108,1.52,2060.5,7.14,184.7,11,0,1
14.24,87.32,23.13,2.94,298.0,0.2599,24.8,1381.0,18.03,426.9,8,1,0
24.66,10.53,39.25,0.775,366.1,0.1112,43.63,1303.8,25.69,369.1,4,1,1
36.29,78.91,41.08,0.763,259.7,0.6859,44.16,184.7,12.32,167.3,8,1,1
12.49,90.61,27.72,0.279,146.3,0.6547,12.68,1456.2,27.97,453.4,7,1,0
12.81,17.76,8.99,0.724,114.5,0.7339,19.86,2256.4,27.1,37.4,11,0,1
22.42,23.72,23.39,3.079,756.1,0.3054,2.83,1961.3,6.32,24.9,8,1,1
42.96,91.66,48.4,0.677,789.4,0.4555,39.3,1976.5,7.84,63.7,5,1,1
33.4,55.69,37.65,4.542,35.9,0.6273,25.59,441.8,5.5,58.2,10,0,1
33.75,11.21,40.56,4.387,120.3,0.4518,17.33,928.2,5.96,43.9,7,1,1
22.67,31.9,1.64,0.235,338.8,0.6579,5.07,621.4,27.25,330.7,4,1,0
30.78,48.25,23.39,0.293,149.1,0.6072,42.6,824.0,27.94,300.4,1,0,0
10.35,68.9,32.33,2.978,291.1,0.1917,23.86,1469.9,1.65,323.8,3,0,0
32.26,72.32,41.5,0.748,103.3,0.7248,12.73,943.7,17.85,344.2,12,0,1
41.97,94.61,2.46,0.007,365.2,0.6765,15.76,1423.7,16.97,378.4,10,0,0
31.44,34.44,42.62,0.48,217.4,0.6247,12.18,1124.3,11.78,103.6,9,1,1
40.58,55.75,27.42,1.366,281.5,0.2241,27.08,752.2,18.99,311.2,11,0,1
35.34,55.33,9.87,2.409,75.5,0.3144,41.85,283.7,28.43,290.0,4,1,1
14.22,44.48,15.86,0.215,342.5,0.4145,38.55,2235.0,5.19,471.8,5,1,1
41.59,24.38,14.1,0.176,786.6,0.3239,20.72,77.9,3.7,116.2,3,0,1
12.33,93.08,26.54,3.828,263.1,0.2822,37.19,54.0,1.1,29.4,12,0,0
28.69,82.53,2.58,2.086,701.1,0.7443,19.04,2075.7,10.98,326.7,11,0,0
14.97,52.36,7.93,1.337,674.6,0.6106,11.35,2492.2,10.2,370.1,6,1,0
10.41,61.28,40.63,2.199,761.6,0.5524,44.25,1831.4,12.98,141.6,4,1,1
24.77,29.32,6.63,0.84,632.1,0.2808,13.67,87.4,15.15,285.4,5,1,1
20.33,56.22,11.67,2.131,527.7,0.8345,14.57,605.4,22.76,29.8,11,0,0
27.01,69.07,22.67,0.697,685.3,0.2529,44.54,2431.0,11.82,480.0,7,1,1
30.2,53.79,25.86,0.42,60.5,0.736,6.03,2031.1,9.99,55.0,12,0,1
11.53,94.17,38.18,1.959,370.3,0.8733,34.22,1438.7,24.82,33.8,7,1,0
14.31,61.96,22.37,0.816,791.4,0.6817,42.11,630.3,25.51,22.1,9,1,1
29.55,41.53,39.49,5.975,615.7,0.8943,23.03,85.2,7.06,213.6,2,0,1
22.01,75.63,30.92,0.645,769.7,0.6208,0.11,101.1,9.51,48.6,4,1,1
35.52,24.49,5.65,3.821,623.7,0.274,16.88,1549.4,24.77,372.3,8,1,1
32.83,42.68,7.82,4.054,699.9,0.2631,5.02,103.5,2.47,449.4,4,1,1
39.6,39.49,21.85,0.415,565.2,0.3597,18.73,2484.4,9.84,130.1,12,0,1
34.24,46.7,19.84,2.401,608.4,0.1057,35.55,499.3,13.51,314.4,3,0,1
25.05,76.45,37.18,0.851,418.5,0.6454,19.74,1791.2,5.69,21.2,10,0,0
33.55,51.15,29.04,3.743,739.4,0.3149,19.44,429.9,5.48,193.3,6,1,1
19.64,77.49,19.41,0.897,660.0,0.7521,25.06,1373.2,12.8,146.5,3,0,0
20.72,59.0,8.54,2.046,675.1,0.3873,26.18,247.5,22.66,114.3,12,0,1
37.61,39.08,11.34,0.944,538.4,0.484,38.53,1928.6,25.22,322.4,12,0,1
25.62,78.85,28.78,0.388,243.7,0.8726,13.88,1483.1,29.38,65.1,2,0,0
37.94,30.25,21.17,0.333,28.5,0.2937,36.98,261.1,2.31,430.4,9,1,1
38.78,29.07,25.75,0.831,748.5,0.677,25.47,2129.0,6.58,332.4,3,0,1
40.01,52.88,8.53,2.113,468.9,0.7041,13.52,1390.2,22.72,355.4,1,0,1
42.08,32.17,33.15,1.394,238.5,0.2768,13.28,2307.9,16.26,467.7,12,0,1
25.08,10.77,42.63,1.75,119.3,0.5008,16.25,2295.7,9.9,471.2,12,0,0
21.16,65.11,12.9,0.498,663.6,0.3802,28.02,2305.2,6.25,275.8,9,1,1
30.38,53.44,24.58,0.985,669.2,0.7175,10.39,240.6,8.49,247.7,5,1,1
22.99,47.87,48.78,0.068,651.6,0.598,41.42,346.3,12.94,167.7,7,1,1
31.04,92.19,16.66,2.552,516.1,0.4808,25.87,2469.9,5.4,357.8,2,0,1
34.7,58.55,29.75,6.892,292.8,0.7235,41.4,1244.6,28.93,269.1,1,0,0
34.09,83.39,4.51,0.784,243.3,0.2881,2.09,633.6,3.32,466.4,6,1,0
23.11,21.85,30.3,0.017,6.8,0.7029,15.42,1935.7,29.57,119.3,5,1,0
15.84,58.38,4.48,0.279,666.9,0.7923,1.03,697.5,25.27,155.1,10,0,0
25.07,83.78,47.96,1.586,69.9,0.8029,12.25,1831.7,12.75,158.0,6,1,0
14.99,59.56,35.78,1.42,504.6,0.7269,38.79,2101.4,22.22,403.0,2,0,0
41.15,71.03,39.41,2.326,403.3,0.4264,1.65,1971.4,20.18,49.5,7,1,1
22.11,41.62,35.21,0.439,421.4,0.8854,19.63,721.4,6.48,227.8,1,0,0
15.41,17.86,29.49,2.164,741.4,0.4037,5.29,1034.0,10.24,213.8,11,0,1
10.89,48.92,22.5,1.747,25.3,0.6109,18.76,1062.5,15.44,36.6,8,1,0
32.6,43.53,42.92,0.585,618.7,0.2289,37.75,1253.6,19.17,205.4,7,1,1
32.29,83.7,47.84,1.183,41.6,0.8844,28.04,460.1,16.33,256.7,7,1,1
21.92,30.74,24.95,0.239,30.5,0.6632,33.15,1158.6,14.24,32.6,6,1,0
12.51,92.17,46.58,0.904,343.9,0.7027,15.71,1301.4,13.35,254.9,10,0,0
24.34,91.44,29.17,3.195,50.5,0.1526,42.5,1352.7,15.0,479.6,5,1,0
20.89,31.05,26.92,0.82,631.3,0.7107,31.92,2058.8,13.09,489.5,9,1,1
33.7,39.58,22.72,2.745,423.7,0.7198,18.98,1317.5,16.29,265.8,3,0,1
31.2,86.12,10.46,1.338,23.2,0.6374,19.19,615.4,26.65,257.5,9,1,0
22.76,92.16,0.19,0.32,32.4,0.3335,41.34,1674.7,19.02,142.8,5,1,0
17.63,47.69,12.08,1.305,490.1,0.4918,25.94,2003.4,21.71,498.6,8,1,1
44.58,37.28,25.49,1.058,644.9,0.1883,31.79,832.5,17.96,137.1,11,0,1
25.89,54.72,19.0,0.763,350.2,0.4773,18.77,1631.0,19.33,226.5,3,0,1
34.09,68.46,22.42,0.191,443.7,0.2951,10.07,410.0,17.39,1.5,7,1,1
14.92,33.25,49.03,0.809,639.9,0.3793,32.56,887.7,0.9,174.6,10,0,1
27.0,72.6,17.51,0.113,488.4,0.2301,27.35,2277.6,29.99,35.7,4,1,0
10.96,14.39,22.61,0.156,179.8,0.284,22.56,2282.7,1.1,371.9,5,1,0
27.69,14.19,6.68,0.807,490.4,0.1613,28.08,1459.5,11.91,280.5,4,1,1
43.74,42.83,2.4,0.547,502.6,0.8359,9.37,1770.8,3.24,286.1,9,1,1
23.45,40.05,38.77,3.896,587.3,0.5243,35.73,2142.3,3.0,143.3,12,0,1
11.36,36.83,28.53,0.707,496.7,0.4174,42.67,2398.5,23.83,407.4,7,1,1
11.08,51.74,38.04,2.127,775.4,0.528,40.1,1250.2,12.84,1.6,6,1,1
23.58,37.26,7.49,1.133,157.8,0.6026,14.46,1425.9,24.05,166.8,6,1,0
15.6,26.34,28.59,1.827,760.9,0.8375,18.27,1068.3,8.26,329.7,11,0,1
10.82,36.3,12.68,0.452,430.7,0.243,36.38,226.4,7.77,454.0,10,0,0
36.47,92.87,11.4,4.269,537.6,0.3364,26.78,1085.9,7.61,117.3,7,1,1
26.05,44.94,0.58,1.133,79.6,0.8806,24.66,1987.0,18.52,270.6,5,1,1
20.12,47.8,6.52,2.67,304.5,0.397,41.7,2022.0,24.47,269.0,10,0,1
41.5,59.01,15.46,0.681,615.5,0.118,24.12,2236.3,13.62,437.1,3,0,1
14.06,93.58,5.84,0.158,565.5,0.2181,23.17,176.1,11.44,25.3,11,0,0
43.46,30.54,49.29,1.68,32.1,0.1211,1.89,1341.5,29.21,212.2,11,0,1
20.99,67.91,15.43,0.012,437.3,0.8919,3.12,313.2,3.59,91.2,3,0,0
41.09,70.86,6.52,0.967,70.6,0.3231,0.33,541.8,14.65,10.8,7,1,0
31.1,61.62,9.95,0.321,796.7,0.8388,41.1,2255.5,12.31,73.5,11,0,1
38.93,17.53,29.39,1.481,717.8,0.8967,18.38,1267.1,3.03,488.2,10,0,1
44.44,67.53,3.2,5.825,16.9,0.5799,21.09,1908.4,8.12,107.4,1,0,0
20.09,15.45,43.12,0.937,686.9,0.1266,38.04,207.7,0.95,467.5,4,1,1
43.64,60.67,48.07,2.551,735.5,0.1653,27.42,1071.2,26.32,102.6,10,0,1
23.63,72.86,12.34,1.063,282.8,0.4853,27.43,1701.9,18.27,465.6,8,1,0
23.49,27.93,22.5,1.027,575.6,0.4249,13.34,376.8,24.47,327.3,4,1,1
21.91,81.54,1.11,3.998,353.7,0.5849,37.53,848.3,15.69,56.6,1,0,0
28.95,12.58,32.04,3.31,524.2,0.4511,7.46,208.1,18.03,291.0,5,1,1
15.4,81.72,20.7,2.311,272.3,0.8473,2.39,1645.8,21.06,159.3,1,0,0
29.38,49.13,13.5,0.527,258.0,0.5278,8.62,2428.7,27.25,191.6,9,1,1
28.96,28.49,10.34,1.181,339.5,0.655,12.05,2076.3,2.84,220.1,8,1,1
36.67,21.37,32.7,0.38,116.5,0.8172,12.7,2437.8,10.0,211.4,7,1,1
39.18,91.03,20.81,0.88,664.9,0.2175,30.17,2121.7,21.3,332.1,5,1,1
25.42,16.18,8.98,0.993,279.0,0.2838,9.8,2145.2,28.75,384.2,4,1,1
20.58,26.92,34.46,2.672,320.1,0.1859,30.45,1464.1,29.43,164.6,7,1,1
19.08,39.56,28.25,3.395,715.2,0.2117,4.1,1319.7,19.18,462.2,3,0,1
16.81,62.72,42.93,0.803,397.3,0.5101,6.62,1045.3,5.89,469.2,8,1,0
12.02,56.31,5.87,0.027,435.4,0.3569,22.9,2054.3,3.66,20.3,5,1,0
21.99,20.68,39.28,2.968,765.2,0.4385,41.49,496.1,28.39,7.5,5,1,1
19.46,34.63,33.68,0.287,709.4,0.886,38.68,187.8,13.07,212.5,1,0,1
43.82,30.29,5.75,1.459,135.6,0.2254,43.59,2372.3,5.92,295.3,10,0,1
29.52,28.15,34.74,0.038,378.6,0.5326,29.27,59.3,28.02,139.0,11,0,1
22.15,44.95,22.08,0.765,777.0,0.1791,30.41,2443.2,3.23,129.7,8,1,1
30.32,69.84,47.25,6.399,297.9,0.3548,28.13,1835.7,21.91,339.2,7,1,1
14.87,28.48,7.08,0.159,297.3,0.522,28.03,854.8,18.8,300.9,1,0,0
25.54,41.17,32.14,0.827,156.0,0.8573,6.62,1759.7,2.72,83.6,12,0,1
31.92,43.23,19.1,0.55,91.5,0.413,24.47,2053.8,10.23,442.3,12,0,1
27.11,93.0,47.84,3.532,592.2,0.1519,17.37,651.1,4.58,340.0,4,1,0
24.06,91.15,16.5,3.053,616.0,0.4105,19.91,1938.7,18.17,181.3,4,1,1
44.78,78.01,48.11,0.407,775.2,0.2166,23.56,2020.7,14.37,341.8,12,0,1
40.81,30.54,45.07,0.127,618.7,0.284,5.78,660.9,0.23,56.3,9,1,1
31.82,15.78,13.52,1.48,194.7,0.5945,16.18,152.7,29.27,234.1,10,0,1
29.93,36.94,40.18,0.615,32.1,0.1539,2.86,550.1,10.55,84.5,2,0,1
31.72,32.68,49.78,1.672,788.3,0.4718,44.09,541.6,7.82,20.7,4,1,1
17.05,53.0,12.63,0.049,272.4,0.5876,5.33,209.8,6.75,169.2,10,0,0
23.83,76.11,21.84,0.215,249.6,0.4375,11.63,1828.7,4.85,75.4,3,0,0
11.38,82.96,26.01,1.739,724.8,0.1153,40.11,980.9,29.97,316.8,10,0,0
26.64,81.81,14.75,0.358,468.1,0.8884,21.72,2216.7,8.92,337.0,5,1,0
29.01,40.57,0.76,2.924,171.9,0.3937,6.1,667.8,12.22,74.3,12,0,0
17.97,68.41,11.01,0.091,711.3,0.7229,17.29,1160.4,26.15,12.3,7,1,0
43.74,36.59,14.1,0.364,794.7,0.3605,5.21,1615.6,19.29,396.4,5,1,1
41.83,15.18,22.18,9.815,69.3,0.48,9.01,2199.8,11.12,1.0,5,1,1
35.28,69.63,8.56,0.851,689.8,0.4108,2.34,1335.3,26.96,172.0,4,1,1
28.67,10.84,43.66,1.821,312.4,0.374,19.72,965.1,22.52,247.3,9,1,1
40.45,44.78,35.25,0.303,419.3,0.1175,36.3,2174.2,6.91,409.3,6,1,1
14.57,38.0,4.26,1.412,731.9,0.388,26.37,810.1,19.35,419.3,10,0,1
37.67,68.94,32.5,1.943,778.7,0.8116,27.29,244.6,27.68,362.5,6,1,1
14.37,75.13,32.68,0.566,209.7,0.6523,9.03,1140.4,14.94,123.6,11,0,0
37.8,35.85,47.81,2.648,170.3,0.2163,15.48,1973.5,22.04,360.1,6,1,1
19.65,78.99,0.15,1.387,64.4,0.5729,38.04,125.4,29.14,123.3,6,1,0
40.7,34.98,12.4,0.739,449.4,0.8138,3.95,1485.4,20.74,107.3,1,0,1
43.04,47.94,46.39,1.223,10.9,0.66,38.61,1506.4,3.16,273.6,11,0,1
15.21,71.8,46.61,1.29,329.5,0.2189,21.77,2324.9,7.41,339.4,6,1,1
26.19,68.9,36.03,0.271,58.7,0.7943,37.67,751.8,17.89,26.5,4,1,1
44.33,93.93,38.29,0.773,324.2,0.3412,14.31,733.1,8.34,30.0,2,0,1
26.92,29.14,4.57,0.631,31.9,0.4633,15.25,1129.2,28.73,392.1,6,1,0
40.22,66.3,25.69,0.768,668.2,0.5209,33.82,924.4,12.22,429.7,1,0,1
30.61,61.82,11.58,2.148,167.8,0.7804,35.32,1854.0,13.77,302.2,12,0,0
23.14,87.78,9.06,0.988,262.6,0.8453,10.33,1622.3,21.08,214.4,1,0,0
20.0,23.29,40.52,4.228,696.0,0.8437,43.78,1909.4,15.78,422.7,5,1,1
17.11,73.9,6.75,0.522,597.0,0.1064,3.8,2059.1,11.53,364.4,6,1,0
36.66,58.3,23.43,0.806,175.2,0.8375,3.08,2311.3,2.39,289.8,2,0,1
23.53,33.35,46.93,2.319,57.5,0.1435,26.8,1105.8,17.93,159.9,10,0,1
27.89,50.33,9.29,1.185,572.5,0.3126,32.52,2462.5,26.04,99.0,8,1,1
27.23,38.37,48.9,1.188,312.6,0.512,43.24,578.4,20.6,209.3,4,1,1
30.2,59.24,49.71,0.082,612.9,0.4839,18.22,1800.2,11.51,143.4,12,0,1
40.3,85.57,27.78,0.763,356.2,0.5838,1.14,1358.3,3.92,169.6,4,1,1
44.33,58.39,8.51,0.474,276.8,0.4836,27.13,2051.4,24.51,257.8,10,0,1
24.27,63.7,15.81,10.974,361.0,0.8475,13.04,1218.1,28.26,84.5,5,1,0
38.96,54.09,21.22,0.553,598.8,0.2924,19.48,1970.6,11.71,403.1,10,0,1
36.76,14.35,15.47,3.238,721.8,0.3192,21.98,2328.9,21.89,72.8,4,1,1
30.07,29.79,14.03,1.692,39.8,0.8366,2.9,1844.1,12.38,240.5,11,0,0
43.46,51.82,48.61,0.625,419.3,0.1614,21.87,1951.4,15.12,373.0,5,1,1
17.02,36.37,7.67,1.176,26.3,0.5876,19.18,214.6,25.11,242.5,10,0,0
13.82,25.45,36.67,2.754,374.7,0.6454,32.06,552.1,2.59,180.5,3,0,1
39.89,52.85,0.02,3.223,708.2,0.5044,29.05,2437.0,15.96,237.4,8,1,1
25.37,37.44,29.81,0.262,289.3,0.6554,8.33,1748.3,6.52,424.3,6,1,1
39.64,31.94,45.8,0.622,746.0,0.2382,9.28,1425.6,10.26,495.2,8,1,1
41.26,49.44,14.4,0.612,504.5,0.7821,11.3,949.1,19.37,315.6,5,1,1
12.19,21.33,9.28,0.064,747.3,0.212,8.05,158.8,0.91,396.7,7,1,1
40.92,88.86,32.58,1.368,605.7,0.4206,29.57,954.4,17.86,7.2,10,0,1
25.69,83.75,35.63,2.895,82.7,0.1602,44.75,1272.3,8.57,440.2,7,1,0
27.87,70.15,34.4,0.721,184.9,0.5362,29.34,568.1,20.12,477.0,6,1,1
31.93,19.03,15.97,2.021,315.3,0.6358,27.3,474.2,4.33,287.6,12,0,1
42.42,75.95,12.61,1.482,136.1,0.853,18.45,1295.6,22.1,376.9,10,0,1
10.67,78.68,47.8,0.707,395.9,0.6915,14.07,1485.5,19.4,256.4,4,1,1
26.69,75.26,46.16,0.228,377.1,0.5329,41.0,637.8,29.14,143.1,6,1,1
34.07,19.69,22.87,1.853,765.0,0.8461,43.61,1489.1,27.35,426.1,9,1,1
35.29,64.73,42.31,2.892,347.0,0.4827,22.35,2255.8,8.57,298.4,11,0,1
34.24,80.92,22.62,1.737,628.5,0.549,13.06,1209.3,0.92,289.7,12,0,1
14.71,59.08,21.22,0.027,753.5,0.5769,34.66,2150.6,19.7,329.6,4,1,1
20.48,64.94,7.84,0.365,701.6,0.428,5.96,2321.8,18.13,428.0,6,1,0
22.56,48.96,21.32,0.108,166.9,0.7708,34.45,276.4,0.92,366.0,6,1,0
38.16,54.94,26.87,1.267,396.8,0.2481,36.85,284.7,3.77,105.6,3,0,1
19.76,12.92,1.13,2.119,278.2,0.5439,5.62,1216.3,17.58,233.4,4,1,1
17.37,64.31,22.21,0.176,319.9,0.6778,43.96,1490.9,27.36,490.1,3,0,0
43.51,16.92,39.07,2.733,288.6,0.8232,44.35,1093.4,27.2,277.3,3,0,1
10.31,46.98,34.0,1.216,661.1,0.8071,42.15,849.8,4.63,469.1,10,0,1
44.92,34.88,31.76,1.757,361.7,0.507,22.32,1620.4,11.6,406.7,12,0,1
33.69,56.36,45.48,5.332,419.0,0.6145,11.07,55.1,1.39,333.0,4,1,1
39.0,21.34,0.9,0.131,786.0,0.4154,26.19,2421.8,14.13,174.7,4,1,1
20.31,68.79,27.85,3.472,48.0,0.4745,18.9,618.6,22.62,152.2,6,1,0
10.5,77.58,39.37,0.202,390.4,0.825,9.27,2296.9,23.72,321.7,4,1,0
35.83,23.89,27.07,0.749,619.2,0.8446,19.07,317.1,15.02,216.3,6,1,1
39.2,18.87,16.19,2.86,120.9,0.8163,29.88,633.3,2.97,399.4,2,0,1
35.92,22.37,6.81,3.551,489.2,0.2107,3.19,625.4,11.5,380.2,4,1,1
15.0,84.56,44.38,1.059,191.6,0.7801,15.0,2490.6,27.97,156.1,2,0,0
36.37,54.9,23.54,1.352,693.9,0.8587,0.8,61.3,6.97,351.4,12,0,1
36.91,49.72,43.91,1.847,261.7,0.389,33.73,1617.1,9.66,247.3,8,1,1
33.05,19.07,29.29,2.682,263.3,0.5149,28.83,2180.7,22.43,161.6,12,0,1
36.81,65.21,33.71,0.194,478.6,0.7233,2.82,1697.1,22.03,206.5,9,1,1
39.61,83.78,40.21,2.492,146.9,0.5497,43.41,938.7,27.37,447.7,7,1,1
31.48,80.4,32.96,0.985,227.9,0.8948,1.02,2397.9,11.7,179.8,6,1,1
13.1,63.21,19.9,0.898,333.3,0.4646,26.55,2239.1,15.49,143.7,8,1,0
27.07,16.4,25.68,0.827,282.9,0.6712,34.94,1113.2,14.08,175.9,4,1,1
12.72,19.55,40.15,1.068,419.9,0.7341,35.46,1454.7,27.84,107.3,10,0,1
24.26,14.19,18.68,4.352,479.7,0.4953,1.54,2420.4,23.1,272.3,11,0,1
24.25,31.89,19.41,1.192,453.3,0.7856,40.79,2457.3,24.96,73.7,2,0,1
12.31,21.53,4.78,4.592,523.3,0.5369,41.33,1152.1,4.08,408.7,4,1,0
22.21,32.1,45.73,0.298,246.2,0.4293,25.26,2126.0,23.78,112.8,5,1,1
13.88,42.73,4.55,1.932,101.1,0.1863,21.69,789.9,13.05,299.0,9,1,0
38.29,90.15,32.41,2.509,608.6,0.4147,2.02,960.9,0.8,62.5,5,1,1
43.17,61.88,20.66,1.705,680.6,0.6871,25.29,453.8,1.9,489.2,9,1,1
12.53,80.97,20.28,1.401,205.6,0.837,18.42,562.5,20.37,227.3,9,1,0
43.43,70.38,33.98,1.248,325.7,0.3013,34.78,1659.3,11.22,411.1,8,1,1
28.29,19.56,3.35,2.959,398.9,0.3842,18.17,1301.4,26.06,384.3,5,1,0
20.48,72.55,29.69,2.586,426.7,0.2232,30.76,616.3,22.05,356.8,12,0,1
12.69,33.38,38.6,0.196,527.6,0.6526,4.56,1037.1,0.75,413.7,2,0,1
27.52,64.32,41.41,2.832,33.3,0.8682,5.98,964.3,20.64,50.2,5,1,0
37.81,38.98,8.53,0.802,577.2,0.6128,6.29,2469.0,5.85,339.2,11,0,1
34.75,94.8,44.87,0.439,49.6,0.5937,2.05,2141.2,12.74,132.9,1,0,1
11.76,32.4,32.81,3.058,374.6,0.5428,24.36,1000.5,18.78,392.9,8,1,1
12.55,33.73,44.09,0.849,662.1,0.1708,35.73,2289.1,26.19,478.4,2,0,1
24.1,89.11,24.26,2.478,361.0,0.6836,27.47,889.5,13.74,450.7,7,1,1
20.34,12.09,27.1,0.459,119.3,0.5816,25.87,1686.4,24.27,57.5,11,0,0
18.13,69.22,45.95,0.006,788.0,0.6292,30.63,2418.3,23.51,184.8,2,0,0
19.84,71.65,45.0,1.026,711.4,0.819,15.28,1006.2,12.49,182.2,12,0,1
38.12,81.09,22.41,0.158,617.1,0.7272,16.29,1715.7,15.08,61.1,11,0,1
42.52,92.83,13.72,2.106,329.2,0.7247,14.14,775.0,21.04,49.1,5,1,1
24.18,92.93,19.66,0.485,147.1,0.8417,32.04,702.5,1.03,192.4,10,0,0
41.71,15.55,19.39,0.88,753.1,0.8919,7.27,1456.7,26.74,496.0,7,1,1
21.25,79.86,14.34,0.137,425.9,0.565,0.59,2449.2,23.12,284.5,6,1,1
26.68,64.94,13.43,0.507,681.9,0.1871,26.83,1160.2,7.56,310.9,5,1,1
17.91,65.02,43.05,2.281,273.7,0.4673,42.41,2347.2,29.44,235.5,6,1,1
32.42,20.91,3.49,0.247,268.2,0.7301,27.42,2290.2,5.46,331.2,2,0,1
44.26,65.27,33.88,1.563,788.4,0.1222,35.23,671.7,27.43,478.3,10,0,1
31.12,93.51,8.64,3.741,417.5,0.1455,30.28,1034.5,9.8,294.3,1,0,0
22.52,87.5,17.23,1.708,112.6,0.1537,22.38,1626.1,22.92,32.5,1,0,0
32.67,47.33,3.08,2.499,175.7,0.6848,32.33,1319.2,13.75,246.4,8,1,1
14.3,13.4,13.5,0.173,385.6,0.5009,37.08,285.1,22.12,496.4,3,0,0
41.1,40.79,38.42,0.433,34.0,0.3951,10.11,2484.6,4.76,193.7,11,0,1
27.61,80.24,44.25,3.374,370.0,0.1845,15.13,1894.0,8.16,296.9,3,0,1
25.73,69.63,11.08,1.883,335.2,0.6858,10.07,1122.4,3.09,53.3,9,1,0
30.51,49.04,23.18,1.531,623.5,0.3568,20.35,1564.5,25.97,70.6,6,1,1
31.87,14.68,23.52,1.635,284.0,0.3123,39.83,264.6,8.96,437.3,4,1,1
12.51,46.29,43.68,0.802,786.0,0.6219,15.53,1263.5,20.86,150.2,4,1,1
33.89,49.87,38.14,0.068,144.6,0.5472,16.85,2330.5,24.62,152.7,7,1,1
18.47,88.93,25.65,2.302,472.8,0.3899,38.72,2246.7,27.05,193.6,6,1,0
34.99,64.49,33.54,1.703,71.8,0.6132,23.19,876.6,3.28,483.2,2,0,0
38.79,36.49,42.37,0.96,587.1,0.317,24.1,1351.9,26.8,42.2,9,1,1
38.14,54.65,0.48,3.45,795.8,0.7359,38.74,1758.6,6.0,409.4,2,0,1
29.34,15.61,20.14,0.615,655.3,0.2835,22.07,883.0,22.13,170.8,8,1,1
